title,authors_name,auths_institution,auths_per_institution,abstract,location,pub_date,citation_nbres,download_nbres,dio
Private and Secure Mixing in Credit Networks,"Lalitha Muthu Subramanian,Guruprasad Eswaraiah,Roopa Vishwanathan","Department of Computer Science, New Mexico State University,Department of Computer Science, New Mexico State University,Department of Computer Science, New Mexico State University","(Lalitha Muthu Subramanian) FROM (Department of Computer Science, New Mexico State University),(Guruprasad Eswaraiah) FROM (Department of Computer Science, New Mexico State University),(Roopa Vishwanathan) FROM (Department of Computer Science, New Mexico State University)","In this paper, we propose a system for mixing transactions in payment networks such as credit networks. Credit networks like Ripple and Stellar are increasingly popular, and can facilitate crosscurrency transactions in a fraction of the time it would take for banks or other financial institutions to process the same transaction, and at a fraction of the cost. Unlike for cryptocurrencies, there has been little work in the area of designing secure and private mixers for credit networks. Mixers for cryptocurrencies such as Bitcoin cannot be directly applied to the credit network domain because credit networks have an inherently different structure and purpose than cryptocurrencies. We design a system that uses cryptographic constructs such as ring signatures, commitments, and zero knowledge proofs to provide security/integrity of all transactions, ensures privacy of the users involved in a transaction, as well as privacy of the amount transacted. We also provide preliminary experimental results.",USA,07 July 2019,0,172,https://doi.org/10.1145/3343147.3343171
Behavioral simulation for smart contracts,"Sidi Mohamed Beillahi,Gabriela Felicia Ciocarlie,Michael Emmi,Constantin Enea","University of Paris Diderot, France / IRIF, France / CNRS,SRI International,SRI International,University of Paris Diderot, France / IRIF, France / CNRS, France / IUF","(Sidi Mohamed Beillahi) FROM (University of Paris Diderot, France / IRIF, France / CNRS),(Gabriela Felicia Ciocarlie) FROM (SRI International),(Michael Emmi) FROM (SRI International),(Constantin Enea) FROM (University of Paris Diderot, France / IRIF, France / CNRS, France / IUF)","While smart contracts have the potential to revolutionize many important applications like banking, trade, and supply-chain, their reliable deployment begs for rigorous formal verification. Since most smart contracts are not annotated with formal specifications, general verification of functional properties is impeded.",France,11 June 2020,3,523,https://doi.org/10.1145/3385412.3386022
Behavioral simulation for smart contracts,"Sidi Mohamed Beillahi,Gabriela Felicia Ciocarlie,Michael Emmi,Constantin Enea","University of Paris Diderot, France / IRIF, France / CNRS,SRI International,SRI International,University of Paris Diderot, France / IRIF, France / CNRS, France / IUF","(Sidi Mohamed Beillahi) FROM (University of Paris Diderot, France / IRIF, France / CNRS),(Gabriela Felicia Ciocarlie) FROM (SRI International),(Michael Emmi) FROM (SRI International),(Constantin Enea) FROM (University of Paris Diderot, France / IRIF, France / CNRS, France / IUF)","While smart contracts have the potential to revolutionize many important applications like banking, trade, and supply-chain, their reliable deployment begs for rigorous formal verification. Since most smart contracts are not annotated with formal specifications, general verification of functional properties is impeded.",France,11 June 2020,3,523,https://doi.org/10.1145/3385412.3386022
Build the State-of-the-Art Machine Learning Technology for the Crypto Economy,"Michael Li,Catalin Tiseanu,Burkay Gur","Coinbase, San Francisco, CA,Coinbase, San Francisco, CA,Coinbase, San Francisco, CA","(Michael Li) FROM (Coinbase, San Francisco, CA),(Catalin Tiseanu) FROM (Coinbase, San Francisco, CA),(Burkay Gur) FROM (Coinbase, San Francisco, CA)","Coinbase's mission is ""to create an open financial system for the world"". This presentation serves as an overview of our efforts in building the state-of-the-art machine learning technology for the fast-evolving crypto economy, which follows a prototype, productization, and experimentation development cycle. On the machine learning side, it covers topics around proper train/validation setup, maintaining a fast iteration cycle using a custom-built AutoML framework (called ""EasyML""), a deep learning Transformers-based sequence based model and how to incorporate timing into it, how to combine gradient boosting trees with deep learning using linear blending, as well as model interpretability, evaluation, and experimentation. On the machine learning platform side, we will dive into the internals of Nostradamus, our in-house-built framework that manages model life-cycle, and Feature Store, our self-serve feature management, computation and serving framework.",USA,20 August 2020,0,117,https://doi.org/10.1145/3394486.3409555
BLOCKBENCH: A Framework for Analyzing Private Blockchains,"Tien Tuan Anh Dinh,Ji Wang,Gang Chen,Rui Liu,Bengchin Ooi,Kianlee Tan","National University of Singapore, Singapore,National University of Singapore, Singapore,Zhejiang University, Hangzhou,National University of Singapore, Singapore,National University of Singapore, Singapore,National University of Singapore, Singapore","(Tien Tuan Anh Dinh) FROM (National University of Singapore, Singapore),(Ji Wang) FROM (National University of Singapore, Singapore),(Gang Chen) FROM (Zhejiang University, Hangzhou),(Rui Liu) FROM (National University of Singapore, Singapore),(Bengchin Ooi) FROM (National University of Singapore, Singapore),(Kianlee Tan) FROM (National University of Singapore, Singapore)","Blockchain technologies are taking the world by storm. Public blockchains, such as Bitcoin and Ethereum, enable secure peer-to-peer applications like crypto-currency or smart contracts. Their security and performance are well studied. This paper concerns recent private blockchain systems designed with stronger security (trust) assumption and performance requirement. These systems target and aim to disrupt applications which have so far been implemented on top of database systems, for example banking, finance and trading applications. Multiple platforms for private blockchains are being actively developed and fine tuned. However, there is a clear lack of a systematic framework with which different systems can be analyzed and compared against each other. Such a framework can be used to assess blockchains' viability as another distributed data processing platform, while helping developers to identify bottlenecks and accordingly improve their platforms.",Singapore,09 May 2017,400,"4,726",https://doi.org/10.1145/3035918.3064033
BLOCKBENCH: A Framework for Analyzing Private Blockchains,"Tien Tuan Anh Dinh,Ji Wang,Gang Chen,Rui Liu,Bengchin Ooi,Kianlee Tan","National University of Singapore, Singapore,National University of Singapore, Singapore,Zhejiang University, Hangzhou,National University of Singapore, Singapore,National University of Singapore, Singapore,National University of Singapore, Singapore","(Tien Tuan Anh Dinh) FROM (National University of Singapore, Singapore),(Ji Wang) FROM (National University of Singapore, Singapore),(Gang Chen) FROM (Zhejiang University, Hangzhou),(Rui Liu) FROM (National University of Singapore, Singapore),(Bengchin Ooi) FROM (National University of Singapore, Singapore),(Kianlee Tan) FROM (National University of Singapore, Singapore)","Blockchain technologies are taking the world by storm. Public blockchains, such as Bitcoin and Ethereum, enable secure peer-to-peer applications like crypto-currency or smart contracts. Their security and performance are well studied. This paper concerns recent private blockchain systems designed with stronger security (trust) assumption and performance requirement. These systems target and aim to disrupt applications which have so far been implemented on top of database systems, for example banking, finance and trading applications. Multiple platforms for private blockchains are being actively developed and fine tuned. However, there is a clear lack of a systematic framework with which different systems can be analyzed and compared against each other. Such a framework can be used to assess blockchains' viability as another distributed data processing platform, while helping developers to identify bottlenecks and accordingly improve their platforms.",Singapore,09 May 2017,400,"4,726",https://doi.org/10.1145/3035918.3064033
"Session details: Session 2: Blockchains, Digital Currency",Murtuza Shabbir Jadliwala,University of Texas,(Murtuza Shabbir Jadliwala) FROM (University of Texas),No abstract available.,San Antonio,26 April 2021,0,0,https://doi.org/10.1145/3460468
"Session details: Session 2C: Security, Blockchains, and Replication",Gregory Chockler,Royal Holloway,(Gregory Chockler) FROM (Royal Holloway),No abstract available.,University of London,23 July 2018,0,0,https://doi.org/10.1145/3258701
POSTER: Oblivious Access System on Decentralized Database over Parallel Smart Contract Model,"Zhongyi Guo,Yuchi Chen,Hsiuping Lin","Yuan Ze University, Taoyuan,Yuan Ze University, Taoyuan,National Taiwan University, Taipei","(Zhongyi Guo) FROM (Yuan Ze University, Taoyuan),(Yuchi Chen) FROM (Yuan Ze University, Taoyuan),(Hsiuping Lin) FROM (National Taiwan University, Taipei)","Data stored on centralized cloud servers may have some risks. Moreover, it may leak the data access pattern when accessing data on cloud servers. Oblivious RAM (ORAM) is a candidate solution to hide the data access pattern, but it inherently induces some overheads of accessing data. In this paper, we address the issues above, and propose the oblivious access system on decentralized database over parallel smart contract model. The proposed system can slightly reduce the overhead of ORAM and overcome the problem from centralized servers. The main techniques are to use parallel smart contract model to improve the performance of smart contract execution and garbled circuit to reduce the cost of communication.",Taiwan Roc,05 October 2020,0,101,https://doi.org/10.1145/3320269.3405436
"TickEth, a ticketing system built on ethereum","Pietro Corsi,Giovanni Lagorio,Marina Ribaudo","University of Genova,University of Genova,University of Genova","(Pietro Corsi) FROM (University of Genova),(Giovanni Lagorio) FROM (University of Genova),(Marina Ribaudo) FROM (University of Genova)","We propose TickEth, a system that aims at mitigating some of the problems encountered by the ticketing industry. The name TickEth is built by combining the words ticket, its application domain, and Ethereum, the underlying platform we adopted for the development of the prototype.",Italy,08 April 2019,2,376,https://doi.org/10.1145/3297280.3297323
"DECOUPLES: a decentralized, unlinkable and privacy-preserving traceability system for the supply chain","Mourad El Maouchi,Oğuzhan Ersoy,Zekeriya Erkin","Delft University of Technology, Delft,Delft University of Technology, Delft,Delft University of Technology, Delft","(Mourad El Maouchi) FROM (Delft University of Technology, Delft),(Oğuzhan Ersoy) FROM (Delft University of Technology, Delft),(Zekeriya Erkin) FROM (Delft University of Technology, Delft)","Traceability is an increasingly important aspect of the supply chain with several highlights throughout the last few decades. Parties, such as consumers and government agencies, have shown an increase in demand for information regarding their products and materials. Although there exist numerous frameworks for traceability solutions, these frameworks fail to address the concerns with regards to privacy-sensitive information, certificate verifiability, and auditability.",The Netherlands,08 April 2019,12,422,https://doi.org/10.1145/3297280.3297318
Tracking Counterfeit Cryptocurrency End-to-end,"Bingyu Gao,Haoyu Wang,Pengcheng Xia,Siwei Wu,Yajin Zhou,Xiapu Luo,Gareth Tyson","Beijing University of Posts and Telecommunications, Beijing,Beijing University of Posts and Telecommunications, Beijing,Beijing University of Posts and Telecommunications, Beijing,Zhejiang University, Hangzhou,Zhejiang University, Hangzhou,The Hong Kong Polytechnic University, Hong Kong,Queen Mary University of London, London","(Bingyu Gao) FROM (Beijing University of Posts and Telecommunications, Beijing),(Haoyu Wang) FROM (Beijing University of Posts and Telecommunications, Beijing),(Pengcheng Xia) FROM (Beijing University of Posts and Telecommunications, Beijing),(Siwei Wu) FROM (Zhejiang University, Hangzhou),(Yajin Zhou) FROM (Zhejiang University, Hangzhou),(Xiapu Luo) FROM (The Hong Kong Polytechnic University, Hong Kong),(Gareth Tyson) FROM (Queen Mary University of London, London)","The production of counterfeit money has a long history. It refers to the creation of imitation currency that is produced without the legal sanction of government. With the growth of the cryptocurrency ecosystem, there is expanding evidence that counterfeit cryptocurrency has also appeared. In this paper, we empirically explore the presence of counterfeit cryptocurrencies on Ethereum and measure their impact. By analyzing over 190K ERC-20 tokens (or cryptocurrencies) on Ethereum, we have identified $2,117$ counterfeit tokens that target 94 of the 100 most popular cryptocurrencies. We perform an end-to-end characterization of the counterfeit token ecosystem, including their popularity, creators and holders, fraudulent behaviors and advertising channels. Through this, we have identified two types of scams related to counterfeit tokens and devised techniques to identify such scams. We observe that over 7,104 victims were deceived in these scams, and the overall financial loss sums to a minimum of \$ 17 million (74,271.7 ETH). Our findings demonstrate the urgency to identify counterfeit cryptocurrencies and mitigate this threat.",United Kingdom,15 June 2021,6,419,https://doi.org/10.1145/3428335
Tracking Counterfeit Cryptocurrency End-to-end,"Bingyu Gao,Haoyu Wang,Pengcheng Xia,Siwei Wu,Yajin Zhou,Xiapu Luo,Gareth Tyson","Beijing University of Posts and Telecommunications, Beijing,Beijing University of Posts and Telecommunications, Beijing,Beijing University of Posts and Telecommunications, Beijing,Zhejiang University, Hangzhou,Zhejiang University, Hangzhou,The Hong Kong Polytechnic University, Hong Kong,Queen Mary University of London, London","(Bingyu Gao) FROM (Beijing University of Posts and Telecommunications, Beijing),(Haoyu Wang) FROM (Beijing University of Posts and Telecommunications, Beijing),(Pengcheng Xia) FROM (Beijing University of Posts and Telecommunications, Beijing),(Siwei Wu) FROM (Zhejiang University, Hangzhou),(Yajin Zhou) FROM (Zhejiang University, Hangzhou),(Xiapu Luo) FROM (The Hong Kong Polytechnic University, Hong Kong),(Gareth Tyson) FROM (Queen Mary University of London, London)","The production of counterfeit money has a long history. It refers to the creation of imitation currency that is produced without the legal sanction of government. With the growth of the cryptocurrency ecosystem, there is expanding evidence that counterfeit cryptocurrency has also appeared. In this paper, we empirically explore the presence of counterfeit cryptocurrencies on Ethereum and measure their impact. By analyzing over 190K ERC-20 tokens (or cryptocurrencies) on Ethereum, we have identified $2,117$ counterfeit tokens that target 94 of the 100 most popular cryptocurrencies. We perform an end-to-end characterization of the counterfeit token ecosystem, including their popularity, creators and holders, fraudulent behaviors and advertising channels. Through this, we have identified two types of scams related to counterfeit tokens and devised techniques to identify such scams. We observe that over 7,104 victims were deceived in these scams, and the overall financial loss sums to a minimum of \$ 17 million (74,271.7 ETH). Our findings demonstrate the urgency to identify counterfeit cryptocurrencies and mitigate this threat.",United Kingdom,15 June 2021,6,419,https://doi.org/10.1145/3428335
Privacy Aspects and Subliminal Channels in Zcash,"Alex Biryukov,Daniel Feher,Giuseppe Vitto","University of Luxembourg, Esch-sur-Alzette,University of Luxembourg, Esch-sur-Alzette,University of Luxembourg, Esch-sur-Alzette","(Alex Biryukov) FROM (University of Luxembourg, Esch-sur-Alzette),(Daniel Feher) FROM (University of Luxembourg, Esch-sur-Alzette),(Giuseppe Vitto) FROM (University of Luxembourg, Esch-sur-Alzette)","In this paper we analyze two privacy and security issues for the privacy-oriented cryptocurrency Zcash. First we study shielded transactions and show ways to fingerprint user transactions, including active attacks. We introduce two new attacks which we call Danaan-gift attack and Dust attack. Following the recent Sapling update of Zcash protocol we study the interaction between the new and the old zk-SNARK protocols and the effects of their interaction on transaction privacy. In the second part of the paper we check for the presence of subliminal channels in the zk-SNARK protocol and in Pedersen Commitments. We show presence of efficient 70-bit channels which could be used for tagging of shielded transactions which would allow the attacker (malicious transaction verifier) to link transactions issued by a maliciously modified zk-SNARK prover, while would be indistinguishable from regular transactions for the honest verifier/user. We discuss countermeasures against both of these privacy issues.",Luxembourg,06 November 2019,7,929,https://doi.org/10.1145/3319535.3345663
The Honey Badger of BFT Protocols,"Andrew Miller,Yu Xia,Kyle Croman,Elaine (Runting) Shi,Dawn Xiaodong Song","University of Illinois at Urbana-Champaign, Urbana-Champaign, IL,MIT, Cambridge, MA,Cornell University, Ithaca, NY,Cornell University, Ithaca, NY,University of California, Berkeley, Berkeley, CA","(Andrew Miller) FROM (University of Illinois at Urbana-Champaign, Urbana-Champaign, IL),(Yu Xia) FROM (MIT, Cambridge, MA),(Kyle Croman) FROM (Cornell University, Ithaca, NY),(Elaine (Runting) Shi) FROM (Cornell University, Ithaca, NY),(Dawn Xiaodong Song) FROM (University of California, Berkeley, Berkeley, CA)","The surprising success of cryptocurrencies has led to a surge of interest in deploying large scale, highly robust, Byzantine fault tolerant (BFT) protocols for mission-critical applications, such as financial transactions. Although the conventional wisdom is to build atop a (weakly) synchronous protocol such as PBFT (or a variation thereof), such protocols rely critically on network timing assumptions, and only guarantee liveness when the network behaves as expected. We argue these protocols are ill-suited for this deployment scenario. We present an alternative, HoneyBadgerBFT, the first practical asynchronous BFT protocol, which guarantees liveness without making any timing assumptions. We base our solution on a novel atomic broadcast protocol that achieves optimal asymptotic efficiency. We present an implementation and experimental results to show our system can achieve throughput of tens of thousands of transactions per second, and scales to over a hundred nodes on a wide area network. We even conduct BFT experiments over Tor, without needing to tune any parameters. Unlike the alternatives, HoneyBadgerBFT simply does not care about the underlying network.",USA,24 October 2016,241,"3,397",https://doi.org/10.1145/2976749.2978399
Software Architectural Migration: An Automated Planning Approach,"Nacha Chondamrongkul,Jing Sun,Ian Warren","School of Information Technology, Mae Fah Luang University,School of Computer Science, University of Auckland,School of Computer Science, University of Auckland","(Nacha Chondamrongkul) FROM (School of Information Technology, Mae Fah Luang University),(Jing Sun) FROM (School of Computer Science, University of Auckland),(Ian Warren) FROM (School of Computer Science, University of Auckland)","Software architectural designs are usually changed over time to support emerging technologies and to adhere to new principles. Architectural migration is an important activity that helps to transform the architectural styles applied during a system’s design with the result of modernising the system. If not performed correctly, this process could lead to potential system failures. This article presents an automated approach to refactoring architectural design and to planning the evolution process. With our solution, the architectural design can be refactored, ensuring that system functionality is preserved. Furthermore, the architectural migration process allows the system to be safely and incrementally transformed. We have evaluated our approach with five real-world software applications. The results prove the effectiveness of our approach and identify factors that impact the performance of architectural verification and migration planning. An interesting finding is that planning algorithms generate migration plans that differ in term of their relative efficiency.",New Zealand,23 July 2021,0,245,https://doi.org/10.1145/3461011
Software Architectural Migration: An Automated Planning Approach,"Nacha Chondamrongkul,Jing Sun,Ian Warren","School of Information Technology, Mae Fah Luang University,School of Computer Science, University of Auckland,School of Computer Science, University of Auckland","(Nacha Chondamrongkul) FROM (School of Information Technology, Mae Fah Luang University),(Jing Sun) FROM (School of Computer Science, University of Auckland),(Ian Warren) FROM (School of Computer Science, University of Auckland)","Software architectural designs are usually changed over time to support emerging technologies and to adhere to new principles. Architectural migration is an important activity that helps to transform the architectural styles applied during a system’s design with the result of modernising the system. If not performed correctly, this process could lead to potential system failures. This article presents an automated approach to refactoring architectural design and to planning the evolution process. With our solution, the architectural design can be refactored, ensuring that system functionality is preserved. Furthermore, the architectural migration process allows the system to be safely and incrementally transformed. We have evaluated our approach with five real-world software applications. The results prove the effectiveness of our approach and identify factors that impact the performance of architectural verification and migration planning. An interesting finding is that planning algorithms generate migration plans that differ in term of their relative efficiency.",New Zealand,23 July 2021,0,245,https://doi.org/10.1145/3461011
OneFi: One-Shot Recognition for Unseen Gesture via COTS WiFi,"Rui Xiao,Jianwei Liu,Jinsong Han,Kui Ren","Zhejiang University, Zhejiang,Zhejiang University, Zhejiang,Zhejiang University, Zhejiang, China and Key Laboratory of Blockchain and Cyberspace Governance of Zhejiang Province, Zhejiang,Zhejiang University, Zhejiang, China and Key Laboratory of Blockchain and Cyberspace Governance of Zhejiang Province, Zhejiang","(Rui Xiao) FROM (Zhejiang University, Zhejiang),(Jianwei Liu) FROM (Zhejiang University, Zhejiang),(Jinsong Han) FROM (Zhejiang University, Zhejiang, China and Key Laboratory of Blockchain and Cyberspace Governance of Zhejiang Province, Zhejiang),(Kui Ren) FROM (Zhejiang University, Zhejiang, China and Key Laboratory of Blockchain and Cyberspace Governance of Zhejiang Province, Zhejiang)","WiFi-based Human Gesture Recognition (HGR) becomes increasingly promising for device-free human-computer interaction. However, existing WiFi-based approaches have not been ready for real-world deployment due to the limited scalability, especially for unseen gestures. The reason behind is that when introducing unseen gestures, prior works have to collect a large number of samples and re-train the model. While the recent advance of few-shot learning has brought new opportunities to solve this problem, the overhead has not been effectively reduced. This is because these methods still require enormous data to learn adequate prior knowledge, and their complicated training process intensifies the regular training cost. In this paper, we propose a WiFi-based HGR system, namely OneFi, which can recognize unseen gestures with only one (or few) labeled samples. OneFi fundamentally addresses the challenge of high overhead. On the one hand, OneFi utilizes a virtual gesture generation mechanism such that the massive efforts in prior works can be significantly alleviated in the data collection process. On the other hand, OneFi employs a lightweight one-shot learning framework based on transductive fine-tuning to eliminate model re-training. We additionally design a self-attention based backbone, termed as WiFi Transformer, to minimize the training cost of the proposed framework. We establish a real-world testbed using commodity WiFi devices and perform extensive experiments over it. The evaluation results show that OneFi can recognize unseen gestures with the accuracy of 84.2, 94.2, 95.8, and 98.8% when 1, 3, 5, 7 labeled samples are available, respectively, while the overall training process takes less than two minutes.",China,15 November 2021,2,849,https://doi.org/10.1145/3485730.3485936
Designing Distributed Ledger Technologies for Social Change: The Case of CariCrop,"Larissa Pschetz,Billy Dixon,Kruakae Pothong,Arlene Bailey,Allister Glean,Luis Lourenço Soares,Jessica A Enright","University of Edinburgh, Edinburgh,University of Edinburgh, Edinburgh,University College London, London,University of the West Indies, Mona,Inter-American Institute for Cooperation on Agriculture, Castries,University of Edinburgh, Edinburgh,University of Glasgow, Glasgow","(Larissa Pschetz) FROM (University of Edinburgh, Edinburgh),(Billy Dixon) FROM (University of Edinburgh, Edinburgh),(Kruakae Pothong) FROM (University College London, London),(Arlene Bailey) FROM (University of the West Indies, Mona),(Allister Glean) FROM (Inter-American Institute for Cooperation on Agriculture, Castries),(Luis Lourenço Soares) FROM (University of Edinburgh, Edinburgh),(Jessica A Enright) FROM (University of Glasgow, Glasgow)","Distributed ledger technologies (DLTs) have been celebrated for promoting transparency, trust, and efficiency in several domains. However, recent research has also pointed out the potential of these technologies to increase power asymmetries and deepen social inequality. In this paper, we contribute to this discussion by reporting on a collective effort of academics, development partners, local authorities, businesses, and farming groups to look at the potential of DLTs, particularly Blockchains, to support socio-economic development in rural communities in the Caribbean. We present a series of design concepts resulting from this effort and reflect on a method to facilitate stakeholders' experience of possible implementations and enable them to voice concerns, preferences, and expectations. Results from workshops with different groups of stakeholders contribute insights into opportunities and limitations of these applications to enable social development and to level the playing field in agricultural exchanges in developing countries.",United Kingdom,23 April 2020,4,392,https://doi.org/10.1145/3313831.3376364
Designing Distributed Ledger Technologies for Social Change: The Case of CariCrop,"Larissa Pschetz,Billy Dixon,Kruakae Pothong,Arlene Bailey,Allister Glean,Luis Lourenço Soares,Jessica A Enright","University of Edinburgh, Edinburgh,University of Edinburgh, Edinburgh,University College London, London,University of the West Indies, Mona,Inter-American Institute for Cooperation on Agriculture, Castries,University of Edinburgh, Edinburgh,University of Glasgow, Glasgow","(Larissa Pschetz) FROM (University of Edinburgh, Edinburgh),(Billy Dixon) FROM (University of Edinburgh, Edinburgh),(Kruakae Pothong) FROM (University College London, London),(Arlene Bailey) FROM (University of the West Indies, Mona),(Allister Glean) FROM (Inter-American Institute for Cooperation on Agriculture, Castries),(Luis Lourenço Soares) FROM (University of Edinburgh, Edinburgh),(Jessica A Enright) FROM (University of Glasgow, Glasgow)","Distributed ledger technologies (DLTs) have been celebrated for promoting transparency, trust, and efficiency in several domains. However, recent research has also pointed out the potential of these technologies to increase power asymmetries and deepen social inequality. In this paper, we contribute to this discussion by reporting on a collective effort of academics, development partners, local authorities, businesses, and farming groups to look at the potential of DLTs, particularly Blockchains, to support socio-economic development in rural communities in the Caribbean. We present a series of design concepts resulting from this effort and reflect on a method to facilitate stakeholders' experience of possible implementations and enable them to voice concerns, preferences, and expectations. Results from workshops with different groups of stakeholders contribute insights into opportunities and limitations of these applications to enable social development and to level the playing field in agricultural exchanges in developing countries.",United Kingdom,23 April 2020,4,392,https://doi.org/10.1145/3313831.3376364
Fighting Under-price DoS Attack in Ethereum with Machine Learning Techniques,"Jose Eduardo A Sousa,Vinícius C Oliveira,Julia Almeida Valadares,Alex Borges Vieira,Heder Soares Bernardino,Saulo Moraes Villela,Glauber Dias Gonçalves","UFJF - DCC,UFJF - DCC,UFJF - DCC,UFJF - DCC,UFJF - DCC,UFJF - DCC,UFPI - CSHNB","(Jose Eduardo A Sousa) FROM (UFJF - DCC),(Vinícius C Oliveira) FROM (UFJF - DCC),(Julia Almeida Valadares) FROM (UFJF - DCC),(Alex Borges Vieira) FROM (UFJF - DCC),(Heder Soares Bernardino) FROM (UFJF - DCC),(Saulo Moraes Villela) FROM (UFJF - DCC),(Glauber Dias Gonçalves) FROM (UFPI - CSHNB)","Ethereum is one of the most popular cryptocurrency currently and it has been facing security threats and attacks. As a consequence, Ethereum users may experience long periods to validate transactions. Despite the maintenance on the Ethereum mechanisms, there are still indications that it remains susceptible to a sort of attacks. In this work, we analyze the Ethereum network behavior during an under-priced DoS attack, where malicious users try to perform denial-of-service attacks that exploit flaws in the fee mechanism of this cryptocurrency. We propose the application of machine learning techniques and ensemble methods to detect this attack, using the available transaction attributes. The proposals present notable performance as the Decision Tree models, with AUC-ROC, F-score and recall larger than 0.94, 0.82, and 0.98, respectively.",Brazil,19 May 2021,2,77,https://doi.org/10.1145/3466826.3466835
Achieving state machine replication without honest players,"Conor McMenamin,Vanesa Daza,Matteo Pontecorvi","Universitat Pompeu Fabra, Barcelona,Universitat Pompeu Fabra, Barcelona,NOKIA Bell Labs, Nozay","(Conor McMenamin) FROM (Universitat Pompeu Fabra, Barcelona),(Vanesa Daza) FROM (Universitat Pompeu Fabra, Barcelona),(Matteo Pontecorvi) FROM (NOKIA Bell Labs, Nozay)","Existing standards for player characterisation in tokenised state machine replication protocols depend on honest players who will always follow the protocol, regardless of possible token increases for deviating. Given the ever-increasing market capitalisation of these tokenised protocols, honesty is becoming more expensive and more unrealistic. As such, this out-dated player characterisation must be removed to provide true guarantees of safety and liveness in a major stride towards universal trust in state machine replication protocols and a new scale of adoption. As all current state machine replication protocols are built on these legacy standards, it is imperative that a new player model is identified and utilised to reflect the true nature of players in tokenised protocols, now and into the future.",France,23 November 2021,0,65,https://doi.org/10.1145/3479722.3480986
Achieving state machine replication without honest players,"Conor McMenamin,Vanesa Daza,Matteo Pontecorvi","Universitat Pompeu Fabra, Barcelona,Universitat Pompeu Fabra, Barcelona,NOKIA Bell Labs, Nozay","(Conor McMenamin) FROM (Universitat Pompeu Fabra, Barcelona),(Vanesa Daza) FROM (Universitat Pompeu Fabra, Barcelona),(Matteo Pontecorvi) FROM (NOKIA Bell Labs, Nozay)","Existing standards for player characterisation in tokenised state machine replication protocols depend on honest players who will always follow the protocol, regardless of possible token increases for deviating. Given the ever-increasing market capitalisation of these tokenised protocols, honesty is becoming more expensive and more unrealistic. As such, this out-dated player characterisation must be removed to provide true guarantees of safety and liveness in a major stride towards universal trust in state machine replication protocols and a new scale of adoption. As all current state machine replication protocols are built on these legacy standards, it is imperative that a new player model is identified and utilised to reflect the true nature of players in tokenised protocols, now and into the future.",France,23 November 2021,0,65,https://doi.org/10.1145/3479722.3480986
A Creditworthy Resources Sharing Platform Based on Microservice✱,"Shuaiyu Wang,Yinsheng Li","School of Computer Science, Fudan University,School of Computer Science, Fudan University","(Shuaiyu Wang) FROM (School of Computer Science, Fudan University),(Yinsheng Li) FROM (School of Computer Science, Fudan University)","There is a promising business in smart manufacturing to share owners’ technical resources such as equipment, software, or capabilities. The resources are developed and provided as open services, which are requested by clients to compose new applications or improve existing applications. To implement this sharing business, a life-cycle framework is proposed to classify, identify, develop, publish, provision, operate, and compose the services. A creditworthy resources sharing platform has been developed to testify the framework. With the platform, micro-service techniques are applied to improve the services’ performance both in a run-time environment and collaborative development. And block-chain techniques are applied to improve the services’ transaction data proprietary and security.",China,01 March 2022,0,21,https://doi.org/10.1145/3503181.3503196
Model of Online Loan Overdue Prediction Using Fuzzy Method,"Chongwen Liu,Qun Song","College of Artificial Intelligence, Chongqing Technology and Business University, China and Chongqing Key Laboratory of Intelligent Perception and BlockChain Technology,College of Artificial Intelligence, Chongqing Technology and Business University, China and Chongqing Key Laboratory of Intelligent Perception and BlockChain Technology","(Chongwen Liu) FROM (College of Artificial Intelligence, Chongqing Technology and Business University, China and Chongqing Key Laboratory of Intelligent Perception and BlockChain Technology),(Qun Song) FROM (College of Artificial Intelligence, Chongqing Technology and Business University, China and Chongqing Key Laboratory of Intelligent Perception and BlockChain Technology)","Online loan has achieved great development in recent years, which benefit to both sides of lending. In this paper, we analysis the risk of lenders, using machine learning approach to predict the performances of borrower. We play the role of clearing house, use fragmentary repayment records to predict borrowers’ credit scores. We start research from the bank statement of clearing house, evaluate borrowers’ credit scores in 2 steps. First, the records in bank statement of clearing house classify to correspond period of lease contract; second, the attributes of person are extracted from data, train models, and predict the person's repayment. Our contribution in this paper are: we first start credit score predict research from bank statement of clearing house, we predict the borrowers’ action",China,10 October 2022,0,6,https://doi.org/10.1145/3561801.3561806
Art for Space,Massimo Franceschet,"Department of Mathematics, Computer Science, and Physics--University of Udine, Via delle Scienze, Udine","(Massimo Franceschet) FROM (Department of Mathematics, Computer Science, and Physics--University of Udine, Via delle Scienze, Udine)","We investigate the overlapping of the concepts of prestige and success in art. To this end, we invited a group of art experts and a group of artists to select a small number of artworks that they deemed of high quality among those the crypto art gallery SuperRare displays. We then matched the selections with indicators of market success for the same artworks. We find that prestigious artworks selected by art experts and artists are also successful in the gallery marketplace, tracing an interesting link between prestige and success in the art context. We also observe a clear divergence between the roles of art expert and art maker (artist).",Italy,16 August 2020,7,369,https://doi.org/10.1145/3402443
