,Document Title,Authors,Universities,Author Affiliations,Publication Year,citation,DOI,Publisher
332,Study on Blockchain Scalability Solutions,"Shobha Tyagi,Madhumita Kathuria",[],India,2021,0,https://doi.org/10.1145/3474124.3474184,ACM
333,"Survey on Blockchain Networking: Context, State-of-the-Art, Challenges","Aviv Zohar,Saar Tochner,Stefan Schmid,Yvonne Anne Pignolet,Maya Dotan","['Hebrew University', 'University of Vienna']",Israel,2021,7,https://doi.org/10.1145/3453161,ACM
334,"Survey on Blockchain Networking: Context, State-of-the-Art, Challenges","Aviv Zohar,Saar Tochner,Stefan Schmid,Yvonne Anne Pignolet,Maya Dotan","['Hebrew University', 'University of Vienna']",Israel,2021,7,https://doi.org/10.1145/3453161,ACM
335,"Survey on Blockchain Networking: Context, State-of-the-Art, Challenges","Aviv Zohar,Saar Tochner,Stefan Schmid,Yvonne Anne Pignolet,Maya Dotan","['Hebrew University', 'University of Vienna']",Israel,2021,7,https://doi.org/10.1145/3453161,ACM
336,Blockchain Stored Procedures and Optimization,"Dongpo Liu,Zhiping Li,Bo Zhang,Jian Guo,Fanjie Nie",[],China,2022,0,https://doi.org/10.1145/3558819.3565158,ACM
337,Blockchain applications for agile methodologies,"Valentina Lenarduzzi,Maria Ilaria Lunesu,Michele L Marchesi,Roberto Tonelli","['Tampere University of Technology', 'University of Cagliari']",Italy,2018,8,https://doi.org/10.1145/3234152.3234155,ACM
338,Blockchain applications for agile methodologies,"Valentina Lenarduzzi,Maria Ilaria Lunesu,Michele L Marchesi,Roberto Tonelli","['Tampere University of Technology', 'University of Cagliari']",Italy,2018,8,https://doi.org/10.1145/3234152.3234155,ACM
339,Using FSMs to Find Patterns for Off-Chain Computing: Finding Patterns for Off-Chain Computing with FSMs,"Peter Bodorik,Christian G Liu,Dawn Julta",['Saint Marys University'],Canada,2021,0,https://doi.org/10.1145/3460537.3460565,ACM
340,Blockchain Technology as a Support Infrastructure in E-Government Evolution at Dubai Economic Department,"Shafaqnaheed Khan,Mohammed Shael,Munir A Majdalawieh",['Zayed University'],UAE,2019,8,https://doi.org/10.1145/3343147.3343164,ACM
341,Lessons Learned from Blockchain Applications of Trusted Execution Environments and Implications for Future Research,"Rabimba Karanjai,Lei Xu,Lin Chen,Fengwei Zhang,Zhimin Gao,Weidong (Larry) Shi","['University of Houston', 'University of Texas Rio Grande Valley', 'Texas Tech University', 'Southern University of Science and Technology', 'Auburn University Montgomery', 'University Of Houston']",United States,2022,0,https://doi.org/10.1145/3505253.3505259,ACM
342,Lessons Learned from Blockchain Applications of Trusted Execution Environments and Implications for Future Research,"Rabimba Karanjai,Lei Xu,Lin Chen,Fengwei Zhang,Zhimin Gao,Weidong (Larry) Shi","['University of Houston', 'University of Texas Rio Grande Valley', 'Texas Tech University', 'Southern University of Science and Technology', 'Auburn University Montgomery', 'University Of Houston']",United States,2022,0,https://doi.org/10.1145/3505253.3505259,ACM
343,Applications of Blockchain Technology: A Review,"Riya Sapra,Parneeta Dhaliwal","['The NorthCap University', 'Manav Rachna University']",India,2022,0,https://doi.org/10.1145/3549206.3549221,ACM
344,Some simple economics of the blockchain,"Joshua S Gans,Christian Catalini",['University of Toronto'],MA,2020,51,https://doi.org/10.1145/3359552,ACM
345,Some simple economics of the blockchain,"Joshua S Gans,Christian Catalini",['University of Toronto'],MA,2020,51,https://doi.org/10.1145/3359552,ACM
346,"Scalable, resilient, and configurable permissioned blockchain fabric","Sajjad Rahnama,Suyash Gupta,Thamir M. Qadah,Jelle Hellings,Mohammad Sadoghi",['Purdue University and University of California'],Davis,2020,1,https://doi.org/10.14778/3415478.3415502,ACM
347,Bounce blockchain,D. E. Shasha,['New York University'],New York,2018,0,https://doi.org/10.1145/3240297,ACM
348,TrustedAP: Using the Ethereum Blockchain to Mitigate the Evil Twin Attack,Phil Fox,['SUNY University at Buffalo'],USA,2021,1,https://doi.org/10.1145/3408877.3439695,ACM
349,A new business model for digital governance of public records using blockchain,"Sushil Prakash,Ilaventhan Gunalan",[],Hyderabad India,2020,0,https://doi.org/10.1145/3428502.3428518,ACM
350,A new business model for digital governance of public records using blockchain,"Sushil Prakash,Ilaventhan Gunalan",[],Hyderabad India,2020,0,https://doi.org/10.1145/3428502.3428518,ACM
351,Modeling and Evolution Analysis of Community Residents' Prevention and Control Blockchain System for Public Health Emergencies,"Xiaoru Ji,Shugang Li",['Shanghai University'],China,2021,0,https://doi.org/10.1145/3477282.3477296,ACM
352,Stability and Scalability of Blockchain Systems,"Aditya Gopalan,Abishek Sankararaman,Anwar Walid,Sriram Vishwanath","['University of Texas at Austin', 'University of California']",USA,2020,2,https://doi.org/10.1145/3393691.3394218,ACM
353,MPC-DPOS: An efficient consensus algorithm based on secure multi-party computation,"Yinghui Luo,Xiaoshi Deng,Yilin Wu,Junhuan Wang",['Guangdong University of Education'],China,2020,0,https://doi.org/10.1145/3376044.3376061,ACM
354,Analysis of Digital Currency Investment,"Mei Sun,Yongchao Sun,Kejin Sun,Xuelian Tang,Chuanxiao Li","['Sichuan University', 'Yangzhou University']",China,2019,0,https://doi.org/10.1145/3320154.3320155,ACM
355,Measuring EOS.IO DApp Resource Allocation and Costs through a Benchmark Application,"Andrea de Salve,Andrea Lisi,Paolo Mori,Laura Ricci",['University of Pisa'],Italy,2022,0,https://doi.org/10.1145/3510487.3510492,ACM
356,Application of big data technology in blockchain computing,"Liya Cai,Shuchun Yao",[],China,2021,0,https://doi.org/10.1145/3469213.3470409,ACM
357,A survey on blockchain-based student certificate management system,"Sarala Murugesan,Muralidhara Benakanahally Lakshminarasaiah",['Bangalore University'],India,2022,0,https://doi.org/10.1145/3494193.3494199,ACM
358,Evaluating Posts on the Steemit Blockchain: Analysis on Topics Based on Textual Cues,"Kristina G Kapanova,Barbara Guidi,Andrea Michienzi,Kevin Koidl",['University of Pisa'],Ireland,2020,8,https://doi.org/10.1145/3411170.3411248,ACM
359,Evaluating Posts on the Steemit Blockchain: Analysis on Topics Based on Textual Cues,"Kristina G Kapanova,Barbara Guidi,Andrea Michienzi,Kevin Koidl",['University of Pisa'],Ireland,2020,8,https://doi.org/10.1145/3411170.3411248,ACM
360,Towards Trustworthy and Independent Data Marketplaces,"Priyanka Sharma,Sebastian Lawrenz,Andreas Rausch",['Clausthal University of Technology'],Germany,2020,3,https://doi.org/10.1145/3390566.3391687,ACM
361,Your Cybersecurity Is Now Programmable: Experiments on Networking and Blockchain Systems,Guofei Gu,['Texas AM University'],USA,2020,0,https://doi.org/10.1145/3384942.3418745,ACM
362,Trusted blockchain of ring signature in TEE environment,"Lu Wei Bao,Ge Hao Lu,Liyu Fu",['Yunnan University'],China,2022,0,https://doi.org/10.1145/3523181.3523183,ACM
363,Blockchain based Federated Learning for Object Detection,"Yingjun Ge,Jiting Zhou",['Shanghai University'],China,2022,0,https://doi.org/10.1145/3548608.3559272,ACM
364,Blockchain-based Decentralized Applications meet Multi-Administrative Domain Networking,"Raphael Vicente Rosa,Christian Esteve Rothenberg",['School of Electrical and Computer Engineering FEEC  University of Campinas UNICAMP'],Brazil,2018,10,https://doi.org/10.1145/3234200.3234217,ACM
365,Patient-centered cross-enterprise document sharing and dynamic consent framework using consortium blockchain and ciphertext-policy attribute-based encryption,"Liang Zhang,Haibin Kan,Honglan Huang","['Fudan University', 'The Yiwu Research Institute of Fudan University']",China,2022,0,https://doi.org/10.1145/3528416.3530228,ACM
366,Blockchain-based Decentralized Applications meet Multi-Administrative Domain Networking,"Raphael Vicente Rosa,Christian Esteve Rothenberg",['School of Electrical and Computer Engineering FEEC  University of Campinas UNICAMP'],Brazil,2018,10,https://doi.org/10.1145/3234200.3234217,ACM
367,Atomic Bonded Cross-chain Debt,"Amirhossein Khajehpour,Melika Abdi,Fatemeh Bagheri,Mojtaba Tefagh",['Sharif University of Technology'],Iran,2021,0,https://doi.org/10.1145/3446983.3446987,ACM
368,A Blockchain-based trust model for crowd environments.,"Mo Nguyen,Quan Bai,Jian Yu","['Auckland University of Technology', 'University of Tasmania']",New Zealand,2020,2,https://doi.org/10.1145/3373017.3373037,ACM
369,A Blockchain-based trust model for crowd environments.,"Mo Nguyen,Quan Bai,Jian Yu","['Auckland University of Technology', 'University of Tasmania']",New Zealand,2020,2,https://doi.org/10.1145/3373017.3373037,ACM
370,Secure Decentralized Machine Identifiers for Internet of Things,"Yang Su,Jing Wu,Chengnian Long,Lijun Wei",['Shanghai Jiao Tong University and the Key Laboratory of System Control and Information Processing'],China,2020,2,https://doi.org/10.1145/3390566.3391670,ACM
371,Privacy of Fitness Applications and Consent Management in Blockchain,"May Alhajri,Ahmad Salehi Shahraki,Carsten Rudolph","['Monash University', 'Australia and King Faisal University', 'Australia and RMIT University']",Australia,2022,0,https://doi.org/10.1145/3511616.3513100,ACM
372,Privacy of Fitness Applications and Consent Management in Blockchain,"May Alhajri,Ahmad Salehi Shahraki,Carsten Rudolph","['Monash University', 'Australia and King Faisal University', 'Australia and RMIT University']",Australia,2022,0,https://doi.org/10.1145/3511616.3513100,ACM
373,Psamathe: a DSL for safe blockchain assets,Reed Oei,['University of Illinois at UrbanaChampaign'],USA,2020,0,https://doi.org/10.1145/3426430.3428131,ACM
374,Research on Data Asset Management of Electricity Industry Based on Blockchain,"Jinbo Zhang,Xiaolu Zhang",[],China,2021,0,https://doi.org/10.1145/3456126.3456130,ACM
375,An interpretive study of stakeholders’ privacy issues in blockchain: a healthcare context,"Supreet Singh,Selena Firmin,Mehmood Chadhar","['Federation University', 'Federation university']",Australia,2022,0,https://doi.org/10.1145/3511616.3513122,ACM
376,A Computational Trust Model Based on Hyperledger Fabric Blockchain,"Qingnian Wang,Xinyi He,,Yanfei Zeng",['South China University of Technology'],China,2022,0,https://doi.org/10.1145/3532213.3532239,ACM
377,Personal health records: Blockchain-based identity management and data ownership,"Ohud Aldamaeen,Waleed Rashideh,Sameer Alalawi,Waeal J. Obidallah",['Imam Mohammad Ibn Saud Islamic University'],Saudi Arabia,2022,0,https://doi.org/10.1145/3508072.3508086,ACM
378,Towards analyzing the complexity landscape of solidity based ethereum smart contracts,Péter Hegedűs,[],Hungary,2018,21,https://doi.org/10.1145/3194113.3194119,ACM
379,Scalable Peer-to-Peer Fog Computing Integrated to a Fast-Searching Distributed Blockchain System,"Michael Omar,Doan Tung Trung",['FPT University'],Vietnam,2021,0,https://doi.org/10.1145/3460179.3460185,ACM
380,Blockchain-based Data Sharing System for Sensing-as-a-Service in Smart Cities,"Chao Lin,Debiao He,Sherali Zeadally,Xinyi Huang,Zhe Liu","['Wuhan University', 'University of Kentucky', 'Fujian Normal University', 'Nanjing University of Aeronautics and Astronautics']",China,2021,4,https://doi.org/10.1145/3397202,ACM
381,Blockchain-based Data Sharing System for Sensing-as-a-Service in Smart Cities,"Chao Lin,Debiao He,Sherali Zeadally,Xinyi Huang,Zhe Liu","['Wuhan University', 'University of Kentucky', 'Fujian Normal University', 'Nanjing University of Aeronautics and Astronautics']",China,2021,4,https://doi.org/10.1145/3397202,ACM
382,Computer Aided Design on Course Resource Online Sharing Through Blockchain Technology and Information Digitization,Hanbing Yu,[],China,2022,0,https://doi.org/10.1145/3495018.3501093,ACM
383,Research on the Application of Blockchain Technology in Education and Teaching in Higher Vocational Colleges,"Xiaoke Yin,Yi Yu,Bo Hu,Qian Luo,Zhiwei Tang",['Hunan Open University'],China,2022,0,https://doi.org/10.1145/3523181.3523186,ACM
384,Self-sovereign identity on public blockchains and the GDPR,"Galia Kondova,Jörn Erbguth","['University of Applied Sciences and Arts Northwestern Switzerland', 'University of Geneva']",Switzerland,2020,21,https://doi.org/10.1145/3341105.3374066,ACM
385,"Blockchains: Past, Present, and Future",Arvind Narayanan,['Princeton University'],USA,2018,1,https://doi.org/10.1145/3196959.3197545,ACM
386,Process traceability in distributed manufacturing using blockchains,"Sebastian Geiger,Daniel Schall,Sebastian Meixner,Andreas Egger",[],Austria,2019,9,https://doi.org/10.1145/3297280.3297546,ACM
387,Fact and Fiction: Challenging the Honest Majority Assumption of Permissionless Blockchains,"Runchao Han,Zhimei Sui,Jiangshan Yu,Joseph K Liu,Shiping Chen","['Monash University  CSIROData61', 'Monash University']",Australia,2021,0,https://doi.org/10.1145/3433210.3453087,ACM
388,EngraveChain: Tamper-proof distributed log system,"Louis M Shekhtman,Erez Waisbard",[],Israel,2019,6,https://doi.org/10.1145/3362744.3363346,ACM
389,Transaction Dependency Model for Block Minimization in Arbitrary Blockchains,"Wolf Posdorfer,Heiko Bornholdt,Winfried Lamersdorf",['University of Hamburg'],Germany,2020,0,https://doi.org/10.1145/3409934.3409935,ACM
390,"Retracted on November 19, 2020: Integration of Safety Means with Functions of Blockchain in Multi-layered Architecture of IoT for Safer Data Transmission Procedures",Raimundas Savukynas,['Vilnius University'],Lithuania,2020,0,https://doi.org/10.1145/3410352.3410782,ACM
391,Ushering a Trust-based Benefit Delivery Ecosystem in Rural India Powered by Blockchain,"Ajay More,Abhishek Sah,Shilpa Singh",[],India,2022,0,https://doi.org/10.1145/3494193.3494200,ACM
392,Slim Chain and Dependability,"Abhilash Kancharla,Jongho Seol,Nohpill Park,Hyeyoung Kim","['Oklahoma State University', 'Hongik University']",South Korea,2020,1,https://doi.org/10.1145/3384943.3409435,ACM
393,Slim Chain and Dependability,"Abhilash Kancharla,Jongho Seol,Nohpill Park,Hyeyoung Kim","['Oklahoma State University', 'Hongik University']",South Korea,2020,1,https://doi.org/10.1145/3384943.3409435,ACM
394,A Transactional Perspective on Execute-order-validate Blockchains,"Pingcheng Ruan,Dumitrel Loghin,Quangtrung Ta,Meihui Zhang,Gang Chen,Bengchin Ooi","['National University of Singapore', 'Zhejiang University']",Singapore,2020,24,https://doi.org/10.1145/3318464.3389693,ACM
395,A Transactional Perspective on Execute-order-validate Blockchains,"Pingcheng Ruan,Dumitrel Loghin,Quangtrung Ta,Meihui Zhang,Gang Chen,Bengchin Ooi","['National University of Singapore', 'Zhejiang University']",Singapore,2020,24,https://doi.org/10.1145/3318464.3389693,ACM
396,Application of Blockchain Technology in Supply Chain Management,"Yulin Luo,Shengxing Xu,Qingjie Zhou",['Wuhan Donghu University'],China,2021,0,https://doi.org/10.1145/3465631.3465877,ACM
397,Ushare: user controlled social media based on blockchain,"Antorweep Chakravorty,Chunming Rong",['University of Stavanger'],Norway,2017,37,https://doi.org/10.1145/3022227.3022325,ACM
398,DeDa: A DeFi-enabled Data Sharing and Trading System,"Minfeng Qi,Zhiyu Xu,Ziyuan Wang,Shiping Chen,Yang Xiang",['Swinburne University of Technology'],Australia,2022,0,https://doi.org/10.1145/3494106.3528676,ACM
399,Design of Public Voluntary Carbon Market Mechanism based on Crosschain and Token Economics,"Dongsheng Hou,Yukun Hao,Yu Du",[],China,2022,0,https://doi.org/10.1145/3494106.3528685,ACM
400,Application Research of Blockchain Technology in Logistics Supply Chain,"Rong Tan,Hulin Zhai",['Guangdong University of Science and Technology'],China,2021,0,https://doi.org/10.1145/3465631.3465635,ACM
401,Truver: a blockchain for verifying credentials: poster,"Ahmed Taha,Ahmed Zakaria",[],Germany,2020,2,https://doi.org/10.1145/3341105.3374067,ACM
402,'Effing' the ineffable: opening up understandings of the blockchain,"Deborah Maxwell,Chris Speed,Dug Campbell",['University of Edinburgh'],United Kingdom,2015,18,https://doi.org/10.1145/2783446.2783593,ACM
