,Unnamed: 0,Document Title,Authors,Author Affiliations,Universities,Publication Year,Abstract,ISSN,ISBNs,DOI,Article Citation Count,Patent Citation Count,Publisher
845,845,Regulatable and Hardware-Based Proof of Stake to Approach Nothing At Stake and Long Range Attacks,X. Feng; J. Ma; Y. Miao; X. Liu; K. -K. R. Choo,at,"['Xidian University', 'City University of Hong Kong', 'Fuzhou University', 'The University of Texas at San Antonio']",2022.0,"Proof of Stake powered blockchains account for general trends in existing consensus mechanisms. However, existing PoS protocols are vulnerable to the nothing at stake and long range attacks, which allow attackers to gain unfair shares based on costless simulations and malicious sale information. In a decentralized setting, these securities are limited as each node is unregulated. To address these problems, we introduce a proof-of-hardware-stake (PohS) consensus mechanism and a regulatory mechanism based on a consortium blockchain. Our approach is implemented in a sharding blockchain to scale the consensus. Since any node on the network cannot fake information, the blockchain trustless won not be decreased by the reliance on a consortium blockchain. Under the competing rule of PohS consensus mechanism, adversaries can issue the long range attack with at most <inline-formula><tex-math notation=""LaTeX"">$10^{-3}$</tex-math></inline-formula> probability. The regulatory mechanism implements the regulation of costless simulations at the nothing stake attack. We prove that our design is secure (<italic>e.g.,</italic> 51% and selfish mining) against adversarial stakes less than 51% by adopting the square root of stakes for competition. Our proof also highlights the security of double-spending and long range attacks. Simulations are conducted to compare the efficiency of our approach with Ethereum and Ouroboros.",1939-1374,,10.1109/TSC.2022.3201568,,,IEEE
846,846,A Parallel Consensus Mechanism Using PBFT Based on DAG-Lattice Structure in the Internet of Vehicles,X. Zhang; R. Li; H. Zhao,China,['Inner Mongolia University'],2022.0,"The blockchain technology in the Internet of Vehicles (IoV) can be applied to solve security problems. Due to the high dynamics and resource constraints of the IoV, the traditional single-chain blockchain system is not suitable for the practical scenarios. In our previous work, we proposed a lightweight blockchain architecture based on the Directed Acyclic Graph lattice (DAG-lattice) structure for the IoV. However, the current consensus algorithms are not suitable for the previous architecture mentioned above. Therefore, this paper proposes a parallel consensus mechanism based on the DAG-lattice structure in the IoV using Practical Byzantine Fault Tolerance (PBFT) as consensus algorithm. This mechanism solves the problem of low efficiency of PBFT caused by too many consensus nodes and the mobility of nodes by adopting the method of network sharding, and meanwhile to ensure that transactions can be reached on consensus parallelly. To avoid the selection of primary nodes from being predicted in advance, this paper proposes a primary node selection method based on Verifiable Random Function (VRF). Moreover, a method is proposed of selecting transactions based on Weighted Round Robin (WRR) scheduling to motivate nodes for the purpose of maintaining a high reputation score. Finally, the performance of the proposed scheme is verified by experiments whose results show that the proposed consensus mechanism shows better performance than other comparable schemes in terms of the time added to the blockchain, Transaction Per Second (TPS), consensus success rate, and the time of obtaining transaction. And the proposed mechanism is less dependent on Roadside Unit (RSU).",2327-4662,,10.1109/JIOT.2022.3222217,,,IEEE
847,847,A Parallel Consensus Mechanism Using PBFT Based on DAG-Lattice Structure in the Internet of Vehicles,X. Zhang; R. Li; H. Zhao,Mongolia,['Inner Mongolia University'],2022.0,"The blockchain technology in the Internet of Vehicles (IoV) can be applied to solve security problems. Due to the high dynamics and resource constraints of the IoV, the traditional single-chain blockchain system is not suitable for the practical scenarios. In our previous work, we proposed a lightweight blockchain architecture based on the Directed Acyclic Graph lattice (DAG-lattice) structure for the IoV. However, the current consensus algorithms are not suitable for the previous architecture mentioned above. Therefore, this paper proposes a parallel consensus mechanism based on the DAG-lattice structure in the IoV using Practical Byzantine Fault Tolerance (PBFT) as consensus algorithm. This mechanism solves the problem of low efficiency of PBFT caused by too many consensus nodes and the mobility of nodes by adopting the method of network sharding, and meanwhile to ensure that transactions can be reached on consensus parallelly. To avoid the selection of primary nodes from being predicted in advance, this paper proposes a primary node selection method based on Verifiable Random Function (VRF). Moreover, a method is proposed of selecting transactions based on Weighted Round Robin (WRR) scheduling to motivate nodes for the purpose of maintaining a high reputation score. Finally, the performance of the proposed scheme is verified by experiments whose results show that the proposed consensus mechanism shows better performance than other comparable schemes in terms of the time added to the blockchain, Transaction Per Second (TPS), consensus success rate, and the time of obtaining transaction. And the proposed mechanism is less dependent on Roadside Unit (RSU).",2327-4662,,10.1109/JIOT.2022.3222217,,,IEEE
848,848,From Decentralization to Oligopoly: A Data-Driven Analysis of Decentralization Evolution and Voting Behaviors on EOSIO,J. Liu; W. Zheng; D. Lu; J. Wu; Z. Zheng,China,['Sun Yatsen University'],2022.0,"As one of the most popular blockchain systems, EOSIO has been widely used in decentralized applications (DApps). Compared with traditional proof-of-work (PoW)-based blockchain systems like Bitcoin, EOSIO achieves a high transaction throughput and an alleged decentralization with the Delegated Proof-of-Stake (DPoS) consensus protocol. However, recent reports claimed the existence of voting collusion and manipulation during the DPoS consensus procedure of EOSIO, which may greatly decline the decentralization degree, fault tolerance, and reliability of the whole system. In this article, we obtain data from up to 135 000 000 blocks of EOSIO and conduct a data-driven decentralization analysis. Specifically, we characterize the decentralization evolution of the two phases in DPoS, namely block producer election and block production. Moreover, we study the voters with similar voting behaviors and propose methods to discover abnormal mutual voting behaviors in EOSIO. The analysis results show how EOSIO gradually evolves from decentralization to oligopoly and our methods can effectively capture abnormal voting phenomena in the EOSIO, which can also provide important insights for the design and maintenance of other DPoS-based blockchains.",2329-924X,,10.1109/TCSS.2022.3191350,,,IEEE
849,849,SIM-P – A Simplified Consensus Protocols Simulator: Applications to Proof of Reputation-X and Proof of Contribution,D. P. Oyinloye; J. S. Teh; N. Jamil; J. Teh,Malaysia,"['Kwara State University', 'Nigeria Universiti Sains Malaysia', 'Malaysia Universiti Tenaga Nasional', 'Malaysia Universiti Sains Malaysia']",2022.0,"Blockchain is a distributed ledger in which participating users with varying levels of trust agree on the ledger’s content using a consensus mechanism called consensus protocols. There has been a rising interest in the design of consensus protocols since they play a central role in blockchain architecture. However, many recently proposed consensus protocols lack experimental verification which hampers the possible deployment of these protocols in real-world blockchain networks. In this paper, we propose a simple tool called SIM-P that can accurately simulate the behavior of these consensus protocols with ease. It is an agent-based stochastic simulator that relies on the sequential Monte Carlo method to model how block publishers are selected. The likelihood of each node (represented as agents) being selected as a block publisher is represented by independent trials in a binomial experiment. We provide a base SIM-P model that simulates Proof of Work (PoW) for benchmarking purposes. The PoW model also serves as the basic structure of the simulator that can be adapted to other protocols. We showcase the flexibility of SIM-P by proposing two additional simulation models for– Proof of Reputation-X and Proof of Contribution, both of which lack experimental verification in their original design specifications. We show how the simulator can be used to produce vital metrics such as throughput, resistance against the 51% attack, and energy consumption. We verify the accuracy of SIM-P by comparing PoW’s simulated results with theoretical estimates and historical Bitcoin data.",2327-4662,,10.1109/JIOT.2022.3221916,,,IEEE
850,850,SIM-P – A Simplified Consensus Protocols Simulator: Applications to Proof of Reputation-X and Proof of Contribution,D. P. Oyinloye; J. S. Teh; N. Jamil; J. Teh,Nigeria,"['Kwara State University', 'Nigeria Universiti Sains Malaysia', 'Malaysia Universiti Tenaga Nasional', 'Malaysia Universiti Sains Malaysia']",2022.0,"Blockchain is a distributed ledger in which participating users with varying levels of trust agree on the ledger’s content using a consensus mechanism called consensus protocols. There has been a rising interest in the design of consensus protocols since they play a central role in blockchain architecture. However, many recently proposed consensus protocols lack experimental verification which hampers the possible deployment of these protocols in real-world blockchain networks. In this paper, we propose a simple tool called SIM-P that can accurately simulate the behavior of these consensus protocols with ease. It is an agent-based stochastic simulator that relies on the sequential Monte Carlo method to model how block publishers are selected. The likelihood of each node (represented as agents) being selected as a block publisher is represented by independent trials in a binomial experiment. We provide a base SIM-P model that simulates Proof of Work (PoW) for benchmarking purposes. The PoW model also serves as the basic structure of the simulator that can be adapted to other protocols. We showcase the flexibility of SIM-P by proposing two additional simulation models for– Proof of Reputation-X and Proof of Contribution, both of which lack experimental verification in their original design specifications. We show how the simulator can be used to produce vital metrics such as throughput, resistance against the 51% attack, and energy consumption. We verify the accuracy of SIM-P by comparing PoW’s simulated results with theoretical estimates and historical Bitcoin data.",2327-4662,,10.1109/JIOT.2022.3221916,,,IEEE
851,851,The Roadmap of Communication and Networking in 6G for the Metaverse,F. Tang; X. Chen; M. Zhao; N. Kato,,[],2022.0,"The Metaverse can be regarded as a hypothesized iteration of the Internet, which enables people to work, play, and interact socially in a persist online 3-D virtual environment with an immersive experience, by generating an imaginary environment similar to the real world, including realistic sounds, images, and other sensations. The Metaverse has strict requirements for a fully-immersive experience, large-scale concurrent users, and seamless connectivity, which poses many unprecedented challenges to the sixth generation (6G) wireless system, such as ubiquitous connectivity, ultra-low latency, ultra-high capacity and reliability, and strict security. In addition, to achieve the immersive and hassle-free experience of mass users, the full coverage sensing, seamless computation, reliable caching, and persistent consensus and security should be carefully considered to integrate into the future 6G system. To this end, this paper aims to depict the roadmap to the Metaverse in terms of communication and networking in 6G, including illustrating the framework of the Metaverse, revealing the strict requirements and challenges for 6G to realize the Metaverse, and discussing the fundamental technologies to be integrated in 6G to drive the implementation of the Metaverse, including intelligent sensing, digital twin (DT), space-air-ground-sea integrated network (SAGSIN), multi-access edging computing (MEC), blockchain, and the involved security issues.",1558-0687,,10.1109/MWC.019.2100721,1.0,,IEEE
852,852,FRAMH: A Federated Learning Risk-Based Authorization Middleware for Healthcare,C. Mazzocca; N. Romandini; M. Colajanni; R. Montanari,Italy,['University of Bologna'],2022.0,"Modern healthcare systems operate in highly dynamic environments requiring adaptable access control mechanisms. Access to sensitive data and medical equipment should be granted or denied according to the current health situation of the patient. To handle the need for adaptable access control of healthcare scenarios, we propose a novel model that allows dynamic access control decisions based on the context characterizing the source, type of access request, patient, and estimated risk corresponding to the conditions of the patient. Estimating patient status risk requires analyzing vital physiological data whose availability is growing, thanks to the widespread diffusion of the Internet of Medical Things (IoMT) devices. Inferring the patient health status risk through machine learning (ML) techniques is possible, but to achieve better accuracy, the training phase requires the aggregation of vast amounts of data from different sources. This aggregation could be difficult or even impossible due to organization regulations and privacy laws. To address these issues, this article proposes a novel federated learning risk-based authorization middleware for healthcare (FRAMH) that supports risk-based access control to deal with changing and unforeseen medical situations. Our solution infers the risk of health status through a federated learning (FL) approach enriched with blockchain to avoid the weaknesses of centralized servers. The implemented prototype and a large set of experimental results demonstrate the advantages of FL in estimating the risk in healthcare scenarios. Through this approach, even a medical institution with a limited dataset can achieve a satisfying risk estimation and efficient access control enforcement.",2329-924X,,10.1109/TCSS.2022.3210372,,,IEEE
853,853,Integrating Digital Twin and Advanced Intelligent Technologies to Realize the Metaverse,M. Aloqaily; O. Bouachir; F. Karray; I. A. Ridhawi; A. E. Saddik,UAE,"['Mohamed Bin Zayed University of Artificial Intelligence MBZUAI', 'Kuwait Mohamed Bin Zayed University of Artificial Intelligence MBZUAI', 'UAE Zayed University', 'UAE University of Ottawa', 'Canada and Mohamed Bin Zayed University of Artificial Intelligence MBZUAI']",2022.0,"The advances in Artificial Intelligence (AI) have led to technological advancements in a plethora of domains. Healthcare, education, and smart city services are now enriched with AI capabilities. These technological advancements would not have been realized without the assistance of fast, secure, and fault-tolerant communication media. Traditional processing, communication and storage technologies cannot maintain high levels of scalability and user experience for immersive services. The metaverse is an immersive three-dimensional (3D) virtual world that integrates fantasy and reality into a virtual environment using advanced virtual reality (VR) and augmented reality (AR) devices. Such an environment is still being developed and requires extensive research in order for it to be realized to its highest attainable levels. In this article, we discuss some of the key issues required in order to attain realization of metaverse services. We propose a framework that integrates digital twin (DT) with other advanced technologies such as the sixth generation (6G) communication network, blockchain, and AI, to maintain continuous end-to-end metaverse services. This article also outlines requirements for an integrated, DT-enabled metaverse framework and provides a look ahead into the evolving topic.",2162-2256,,10.1109/MCE.2022.3212570,,,IEEE
854,854,Integrating Digital Twin and Advanced Intelligent Technologies to Realize the Metaverse,M. Aloqaily; O. Bouachir; F. Karray; I. A. Ridhawi; A. E. Saddik,Kuwait,"['Mohamed Bin Zayed University of Artificial Intelligence MBZUAI', 'Kuwait Mohamed Bin Zayed University of Artificial Intelligence MBZUAI', 'UAE Zayed University', 'UAE University of Ottawa', 'Canada and Mohamed Bin Zayed University of Artificial Intelligence MBZUAI']",2022.0,"The advances in Artificial Intelligence (AI) have led to technological advancements in a plethora of domains. Healthcare, education, and smart city services are now enriched with AI capabilities. These technological advancements would not have been realized without the assistance of fast, secure, and fault-tolerant communication media. Traditional processing, communication and storage technologies cannot maintain high levels of scalability and user experience for immersive services. The metaverse is an immersive three-dimensional (3D) virtual world that integrates fantasy and reality into a virtual environment using advanced virtual reality (VR) and augmented reality (AR) devices. Such an environment is still being developed and requires extensive research in order for it to be realized to its highest attainable levels. In this article, we discuss some of the key issues required in order to attain realization of metaverse services. We propose a framework that integrates digital twin (DT) with other advanced technologies such as the sixth generation (6G) communication network, blockchain, and AI, to maintain continuous end-to-end metaverse services. This article also outlines requirements for an integrated, DT-enabled metaverse framework and provides a look ahead into the evolving topic.",2162-2256,,10.1109/MCE.2022.3212570,,,IEEE
855,855,Integrating Digital Twin and Advanced Intelligent Technologies to Realize the Metaverse,M. Aloqaily; O. Bouachir; F. Karray; I. A. Ridhawi; A. E. Saddik,Canada,"['Mohamed Bin Zayed University of Artificial Intelligence MBZUAI', 'Kuwait Mohamed Bin Zayed University of Artificial Intelligence MBZUAI', 'UAE Zayed University', 'UAE University of Ottawa', 'Canada and Mohamed Bin Zayed University of Artificial Intelligence MBZUAI']",2022.0,"The advances in Artificial Intelligence (AI) have led to technological advancements in a plethora of domains. Healthcare, education, and smart city services are now enriched with AI capabilities. These technological advancements would not have been realized without the assistance of fast, secure, and fault-tolerant communication media. Traditional processing, communication and storage technologies cannot maintain high levels of scalability and user experience for immersive services. The metaverse is an immersive three-dimensional (3D) virtual world that integrates fantasy and reality into a virtual environment using advanced virtual reality (VR) and augmented reality (AR) devices. Such an environment is still being developed and requires extensive research in order for it to be realized to its highest attainable levels. In this article, we discuss some of the key issues required in order to attain realization of metaverse services. We propose a framework that integrates digital twin (DT) with other advanced technologies such as the sixth generation (6G) communication network, blockchain, and AI, to maintain continuous end-to-end metaverse services. This article also outlines requirements for an integrated, DT-enabled metaverse framework and provides a look ahead into the evolving topic.",2162-2256,,10.1109/MCE.2022.3212570,,,IEEE
856,856,Astraea: Anonymous and Secure Auditing Based on Private Smart Contracts for Donation Systems,M. Li; Y. Chen; L. Zhu; Z. Zhang; J. Ni; C. Lal; M. Conti,Netherlands,"['Hefei University of Technology', 'Queens University']",2022.0,"Many regions are in urgent need of facial masks for slowing down the spread of COVID-19. To fight the pandemic, people are contributing masks through donation systems. Most existing systems are built on a centralized architecture which is prone to the single point of failure and lack of transparency. Blockchain-based solutions neglect fundamental privacy concerns (donation privacy) and security attacks (collusion attack, stealing attack). Moreover, current auditing solutions are not designed to achieve donation privacy, thus not appropriate in our context. In this work, we design a decentralized, anonymous, and secure auditing framework Astraea based on private smart contracts for donation systems. Specifically, we integrate a Distribute Smart Contract (DiSC) with an SGX Enclave to distribute donations, prove the integrity of donation number (intention) and donation sum while preserving donation privacy. With DiSC, we design a Donation Smart Contract to refund deposits and defend against the stealing attack the collusion attack from malicious collector and transponder. We formally define and prove the privacy and security of Astraea by using security reduction. We build a prototype of Astraea to conduct extensive performance analysis. Experimental results demonstrate that Astraea is practically efficient in terms of both computation and communication.",1941-0018,,10.1109/TDSC.2022.3204287,,,IEEE
857,857,Astraea: Anonymous and Secure Auditing Based on Private Smart Contracts for Donation Systems,M. Li; Y. Chen; L. Zhu; Z. Zhang; J. Ni; C. Lal; M. Conti,China,"['Hefei University of Technology', 'Queens University']",2022.0,"Many regions are in urgent need of facial masks for slowing down the spread of COVID-19. To fight the pandemic, people are contributing masks through donation systems. Most existing systems are built on a centralized architecture which is prone to the single point of failure and lack of transparency. Blockchain-based solutions neglect fundamental privacy concerns (donation privacy) and security attacks (collusion attack, stealing attack). Moreover, current auditing solutions are not designed to achieve donation privacy, thus not appropriate in our context. In this work, we design a decentralized, anonymous, and secure auditing framework Astraea based on private smart contracts for donation systems. Specifically, we integrate a Distribute Smart Contract (DiSC) with an SGX Enclave to distribute donations, prove the integrity of donation number (intention) and donation sum while preserving donation privacy. With DiSC, we design a Donation Smart Contract to refund deposits and defend against the stealing attack the collusion attack from malicious collector and transponder. We formally define and prove the privacy and security of Astraea by using security reduction. We build a prototype of Astraea to conduct extensive performance analysis. Experimental results demonstrate that Astraea is practically efficient in terms of both computation and communication.",1941-0018,,10.1109/TDSC.2022.3204287,,,IEEE
858,858,Astraea: Anonymous and Secure Auditing Based on Private Smart Contracts for Donation Systems,M. Li; Y. Chen; L. Zhu; Z. Zhang; J. Ni; C. Lal; M. Conti,Canada,"['Hefei University of Technology', 'Queens University']",2022.0,"Many regions are in urgent need of facial masks for slowing down the spread of COVID-19. To fight the pandemic, people are contributing masks through donation systems. Most existing systems are built on a centralized architecture which is prone to the single point of failure and lack of transparency. Blockchain-based solutions neglect fundamental privacy concerns (donation privacy) and security attacks (collusion attack, stealing attack). Moreover, current auditing solutions are not designed to achieve donation privacy, thus not appropriate in our context. In this work, we design a decentralized, anonymous, and secure auditing framework Astraea based on private smart contracts for donation systems. Specifically, we integrate a Distribute Smart Contract (DiSC) with an SGX Enclave to distribute donations, prove the integrity of donation number (intention) and donation sum while preserving donation privacy. With DiSC, we design a Donation Smart Contract to refund deposits and defend against the stealing attack the collusion attack from malicious collector and transponder. We formally define and prove the privacy and security of Astraea by using security reduction. We build a prototype of Astraea to conduct extensive performance analysis. Experimental results demonstrate that Astraea is practically efficient in terms of both computation and communication.",1941-0018,,10.1109/TDSC.2022.3204287,,,IEEE
859,859,"Dissecting Mining Pools of Bitcoin Network: Measurement, Analysis and Modeling",C. Wang; X. Chu; Y. Qin,China,"['Hong Kong Baptist University', 'The Hong Kong University of Science and Technology']",2022.0,"Bitcoin network is one of the most popular blockchain systems. Mining pools are the main components of the Bitcoin network that invest a large amount of computing power to maximize their expected mining payoffs, which guarantees the security of the Bitcoin network. Although many existing works about mining pools are available, the long-term evolution of mining pools, and their effects on both the Bitcoin system and end-users, remain to be investigated. To fill this gap, we trace over 2.54 hundred thousand blocks from Feb 2016 to Nov 2020 and collect over 12 million unconfirmed transactions from Mar 2018 to Nov 2020. We then conduct a broad range of analyses, including the pool evolution, labeled transactions, and labeled blocks. We make the following observations from our measured data: 1) A few mining pools control most of the peer-to-peer network's computing power. 2) The long-term computing power of top mining pools grows exponentially while its continuous-time mining strategy decreases linearly. 3) The computing power of the Bitcoin network converges to the Nash equilibrium. We then propose game-based strategies for mining activity analysis, i.e., the best-response strategies for mining pools when the mining revenue increases or decreases sharply. Moreover, we study the transaction fee dilemma of mining pools and the transaction fee strategies for end-users. Our models and analysis can help to understand and improve the Bitcoin system quantitatively.",2327-4697,,10.1109/TNSE.2022.3210537,,,IEEE
860,860,BitAnalysis: A Visualization System for Bitcoin Wallet Investigation,Y. Sun; H. Xiong; S. M. Yiu; K. Y. Lam,Singapore,"['The University of Hong Kong Department of computer science', 'Nanyang Technological University']",2022.0,"Bitcoin is gaining ever increasing popularity. However, professional skills are required if people want to check bitcoin transaction information from the blockchain. As pointed out in a recent study [1], there is a lack of tools to support effective interactive investigation of bitcoin transactions. Therefore, we present a novel visualization system, <italic>BitAnalysis</italic>, for interactive bitcoin wallet investigation. The analytical and visualization functions of <italic>BitAnalysis</italic> are defined and developed by following the advice and requirements of a group of entrepreneurs and regulators of bitcoin-related business. <italic>BitAnalysis</italic> provides a rich set of functions and intuitive visual interfaces for the users, such as law-enforcement officers and regulators, to effectively visualize and analyze the transactions of a bitcoin wallet (i.e., a cluster of bitcoin addresses) and its related wallets, to track the flow of bitcoins, and to identify wallet correlation using our novel clustering functions. To achieve these functions, we have designed new visualization techniques for presenting bitcoin transactions information and introduced the <italic>connection diagram</italic> and <italic>bitcoin flow map</italic> as new ways of analyzing, tracking and monitoring the trading activities of a cluster of closely related wallets. We also present an extensive user study that validated the effectiveness and usability of <italic>BitAnalysis</italic>.",2332-7790,,10.1109/TBDATA.2022.3188660,,,IEEE
861,861,A Secure and Decentralized DLaaS Platform for Edge Resource Scheduling against Adversarial Attacks,L. Cui; Z. Chen; S. Yang; R. Chen; Z. Ming,China,['Shenzhen University'],2021.0,"Edge Computing is promising for latency-sensitive applications. However, current edge resource scheduling is inefficient. Deep Learning as a Service (DLaaS) provides deep learning methods to optimize the resource scheduling problem, but faces great challenges of security and reliability. On one hand, DLaaS training agents and raw data are exposed to various adversarial attacks. On the other hand, dishonest DLaaS trainers can generate poisoned models to attack the DLaaS system. In this paper, we propose SAPE, a Secure and decentralized DLAaS Platform in Edge computing. SAPE allows users to submit their tasks, which will be scheduled to the appropriate edge clusters to minimize the task execution time. We formulate the resource scheduling problem and develop the federated deep reinforcement learning (DRL) method to optimize the problem and resist the adversarial attacks of DLaaS. We utilize blockchain and propose a consortium-based verification scheme to improve the reliability of the federated training process, protecting the DLaaS models from being poisoned and compromised. We conduct experiments to evaluate the latency and security performance of SAPE and the federated DRL scheduling policy. The results show that SAPE outperforms the traditional schemes when defending against adversarial attacks towards the DLaaS platform in edge computing.",1557-9956,,10.1109/TC.2021.3074806,,,IEEE
862,862,"NFTs in Healthcare: Vision, Opportunities, and Challenges",A. Musamih; K. Salah; R. Jayaraman; I. Yaqoob; D. Puthal; S. Ellahham,UAE,"['Khalifa University', 'UAE Khalifa University']",2022.0,"Non-fungible tokens (NFTs) have emerged as one of the most popular digital assets in recent years. They represent ownership of unique items that are stored on a blockchain and cannot be changed, replaced, and copied. Digital exchanges sell and trade NFT-minted assets that can only have one official owner at a time. NFTs are entering all sectors, from art to real estate, and healthcare is the next sector. In this paper, we envision using NFTs in healthcare. We present the main components along with key features of NFTs and their benefits. We discuss the potential opportunities brought about by NFTs in different healthcare areas, such as supply chain management, patient-centric data management, digital twins, clinical trial management, and genomics. We discuss some important challenges hindering the adoption of NFTs in healthcare, serving as future research directions.",2162-2256,,10.1109/MCE.2022.3196480,,,IEEE
863,863,Lightweight and Identifier-Oblivious Engine for Cryptocurrency Networking Anomaly Detection,W. Fan; H. -J. Hong; J. Kim; S. J. Wuthier; M. Nakashima; X. Zhou; E. Chow; S. -Y. Chang,United States,"['Xian JiaotongLiverpool University', 'University of Colorado Colorado Springs', 'Texas AM University', 'University of Colorado at Colorado Springs', 'University of Colorado']",2022.0,"The distributed cryptocurrency networking is critical because the information delivered through it drives the mining consensus protocol and the rest of the operations. However, the cryptocurrency peer-to-peer (P2P) network remains vulnerable, and the existing security approaches are either ineffective or inefficient because of the permissionless requirement and the broadcasting overhead. We design a Lightweight and Identifier-Oblivious eNgine (LION) for the anomaly detection of the cryptocurrency networking. LION is not only effective in permissionless networking but is also lightweight and practical for the computation-intensive miners. We build LION for anomaly detection and use traffic analyses so that it minimally affects the mining rate and is substantially superior in its computational efficiency than the previous approaches based on machine learning. We implement a LION prototype on an active Bitcoin node to show that LION yields less than 1% of mining rate reduction subject to our prototype, in contrast to the state-of-the-art machine-learning approaches costing 12% or more depending on the algorithms subject to our prototype, while having detection accuracy of greater than 97% F1-score against the attack prototypes and real-world anomalies. LION therefore can be deployed on the existing miners without the need to introduce new entities in the cryptocurrency ecosystem.",1941-0018,,10.1109/TDSC.2022.3152937,1.0,,IEEE
864,864,Lightweight and Identifier-Oblivious Engine for Cryptocurrency Networking Anomaly Detection,W. Fan; H. -J. Hong; J. Kim; S. J. Wuthier; M. Nakashima; X. Zhou; E. Chow; S. -Y. Chang,China,"['Xian JiaotongLiverpool University', 'University of Colorado Colorado Springs', 'Texas AM University', 'University of Colorado at Colorado Springs', 'University of Colorado']",2022.0,"The distributed cryptocurrency networking is critical because the information delivered through it drives the mining consensus protocol and the rest of the operations. However, the cryptocurrency peer-to-peer (P2P) network remains vulnerable, and the existing security approaches are either ineffective or inefficient because of the permissionless requirement and the broadcasting overhead. We design a Lightweight and Identifier-Oblivious eNgine (LION) for the anomaly detection of the cryptocurrency networking. LION is not only effective in permissionless networking but is also lightweight and practical for the computation-intensive miners. We build LION for anomaly detection and use traffic analyses so that it minimally affects the mining rate and is substantially superior in its computational efficiency than the previous approaches based on machine learning. We implement a LION prototype on an active Bitcoin node to show that LION yields less than 1% of mining rate reduction subject to our prototype, in contrast to the state-of-the-art machine-learning approaches costing 12% or more depending on the algorithms subject to our prototype, while having detection accuracy of greater than 97% F1-score against the attack prototypes and real-world anomalies. LION therefore can be deployed on the existing miners without the need to introduce new entities in the cryptocurrency ecosystem.",1941-0018,,10.1109/TDSC.2022.3152937,1.0,,IEEE
865,865,Lightweight and Identifier-Oblivious Engine for Cryptocurrency Networking Anomaly Detection,W. Fan; H. -J. Hong; J. Kim; S. J. Wuthier; M. Nakashima; X. Zhou; E. Chow; S. -Y. Chang,AM,"['Xian JiaotongLiverpool University', 'University of Colorado Colorado Springs', 'Texas AM University', 'University of Colorado at Colorado Springs', 'University of Colorado']",2022.0,"The distributed cryptocurrency networking is critical because the information delivered through it drives the mining consensus protocol and the rest of the operations. However, the cryptocurrency peer-to-peer (P2P) network remains vulnerable, and the existing security approaches are either ineffective or inefficient because of the permissionless requirement and the broadcasting overhead. We design a Lightweight and Identifier-Oblivious eNgine (LION) for the anomaly detection of the cryptocurrency networking. LION is not only effective in permissionless networking but is also lightweight and practical for the computation-intensive miners. We build LION for anomaly detection and use traffic analyses so that it minimally affects the mining rate and is substantially superior in its computational efficiency than the previous approaches based on machine learning. We implement a LION prototype on an active Bitcoin node to show that LION yields less than 1% of mining rate reduction subject to our prototype, in contrast to the state-of-the-art machine-learning approaches costing 12% or more depending on the algorithms subject to our prototype, while having detection accuracy of greater than 97% F1-score against the attack prototypes and real-world anomalies. LION therefore can be deployed on the existing miners without the need to introduce new entities in the cryptocurrency ecosystem.",1941-0018,,10.1109/TDSC.2022.3152937,1.0,,IEEE
866,866,Lightweight and Identifier-Oblivious Engine for Cryptocurrency Networking Anomaly Detection,W. Fan; H. -J. Hong; J. Kim; S. J. Wuthier; M. Nakashima; X. Zhou; E. Chow; S. -Y. Chang,at,"['Xian JiaotongLiverpool University', 'University of Colorado Colorado Springs', 'Texas AM University', 'University of Colorado at Colorado Springs', 'University of Colorado']",2022.0,"The distributed cryptocurrency networking is critical because the information delivered through it drives the mining consensus protocol and the rest of the operations. However, the cryptocurrency peer-to-peer (P2P) network remains vulnerable, and the existing security approaches are either ineffective or inefficient because of the permissionless requirement and the broadcasting overhead. We design a Lightweight and Identifier-Oblivious eNgine (LION) for the anomaly detection of the cryptocurrency networking. LION is not only effective in permissionless networking but is also lightweight and practical for the computation-intensive miners. We build LION for anomaly detection and use traffic analyses so that it minimally affects the mining rate and is substantially superior in its computational efficiency than the previous approaches based on machine learning. We implement a LION prototype on an active Bitcoin node to show that LION yields less than 1% of mining rate reduction subject to our prototype, in contrast to the state-of-the-art machine-learning approaches costing 12% or more depending on the algorithms subject to our prototype, while having detection accuracy of greater than 97% F1-score against the attack prototypes and real-world anomalies. LION therefore can be deployed on the existing miners without the need to introduce new entities in the cryptocurrency ecosystem.",1941-0018,,10.1109/TDSC.2022.3152937,1.0,,IEEE
867,867,Time-aware Gradient Attack on Dynamic Network Link Prediction,J. Chen; J. Zhang; Z. Chen; M. Du; Q. Xuan,China,"['Zhejiang University of Technology', 'University of California Berkeley']",2021.0,"In network link prediction, it is possible to hide a target link from being predicted with a small perturbation on network structure. This observation may be exploited in many real world scenarios, for example, to preserve privacy, or to exploit financial security. There have been many recent studies to generate adversarial examples to mislead deep learning models on graph data. However, none of the previous work has considered the dynamic nature of real-world systems. In this work, we present the first study of adversarial attack on dynamic network link prediction (DNLP). The proposed attack method, namely time-aware gradient attack (TGA), utilizes the gradient information generated by deep dynamic network embedding (DDNE) across different snapshots to rewire a few links, so as to make DDNE fail to predict target links. We implement TGA in two ways: one is based on traversal search, namely TGA-Tra; and the other is simplified with greedy search for efficiency, namely TGA-Gre. We conduct comprehensive experiments which show the outstanding performance of TGA in attacking DNLP algorithms.",1558-2191,,10.1109/TKDE.2021.3110580,,,IEEE
